0.1
MAE - 1.0088256245741896
RMSE - 1.2144239032527295
Coverage - 0.9685225719714226
Recall - 0.0062624194616727885
Precision - 0.6652452025586354
F1-Score - 0.012408033406243786
--------------------------------------------------
0.2
MAE - 1.0037962935530906
RMSE - 1.2081817919683526
Coverage - 0.987737653279334
Recall - 0.007998373212228021
Precision - 0.75
F1-Score - 0.015827949296908183
--------------------------------------------------
0.3
MAE - 1.0060281962606659
RMSE - 1.211605743411492
Coverage - 0.9948286453050671
Recall - 0.009990987511265611
Precision - 0.6830985915492958
F1-Score - 0.01969393193411669
--------------------------------------------------
0.4
MAE - 1.0063077189753138
RMSE - 1.2136622409387883
Coverage - 0.9960333994433426
Recall - 0.01685969356979129
Precision - 0.731675392670157
F1-Score - 0.03295990566037736
--------------------------------------------------
0.5
MAE - 1.0112772175529343
RMSE - 1.2196333551795155
Coverage - 0.996660066798664
Recall - 0.020937116453685654
Precision - 0.69377990430622
F1-Score - 0.040647557642441656
--------------------------------------------------
0.6
MAE - 1.0141642383602667
RMSE - 1.2260423674181302
Coverage - 0.9973000674983126
Recall - 0.032870014035405445
Precision - 0.7166831194471865
F1-Score - 0.06285714285714286
--------------------------------------------------
0.7
MAE - 1.016467100097573
RMSE - 1.228581080417703
Coverage - 0.9980000666644445
Recall - 0.04228930969810636
Precision - 0.7161885245901639
F1-Score - 0.07986289631533848
--------------------------------------------------
0.8
MAE - 1.022609321216175
RMSE - 1.2396325760649622
Coverage - 0.9984000799960002
Recall - 0.051450711839971165
Precision - 0.7292464878671775
F1-Score - 0.09611985523104116
--------------------------------------------------
0.9
MAE - 1.0361928545873103
RMSE - 1.2542621166670547
Coverage - 0.9988001199880012
Recall - 0.05004500450045005
Precision - 0.695
F1-Score - 0.09336691855583543
--------------------------------------------------
